ID,PIN,Address,Managing Organization,Property Status,Date of Acquisition,Sq. Ft.,Ward,Community Area Number,Community Area Name,Zoning Classification,Last Update,Latitude,Longitude,Location
15771,17-34-324-009-0000,3823 S INDIANA AVE,None,Sold,11/15/78,0,3,35,DOUGLAS,PD 1289,3/14/24,41.8248805,-87.6212483,"(41.82488050925253, -87.6212482955367)"
9762,16-22-225-025-0000,1522 S TRIPP AVE,None,Owned by City,11/15/78,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8598909,-87.7314561,"(41.8598908607692, -87.73145614134334)"
12596,17-18-107-010-0000,2241 W MONROE ST,DPD - Planning,Owned by City,11/15/78,0,27,28,NEAR WEST SIDE,RM-5,5/20/24,41.8796369,-87.6831151,"(41.879636868098984, -87.68311507172339)"
51032,20-08-430-014-0000,5438 S HALSTED ST,CBB Round 1,Owned by City,11/20/78,0,16,61,NEW CITY,B3-2,5/8/24,41.7948784,-87.6455497,"(41.79487841943896, -87.64554971876794)"
37006,20-08-430-016-0000,5444 S HALSTED ST,CBB Round 1,Owned by City,12/15/78,0,16,61,NEW CITY,B3-2,5/8/24,41.7947,-87.6456853,"(41.79469999211338, -87.64568534817417)"
58697,16-22-213-017-0000,1340 S KARLOV AVE,DPD - Large Lots,Owned by City,12/15/78,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8630846,-87.727882,"(41.86308457079793, -87.72788202026767)"
58726,16-13-316-024-0000,3113 W ARTHINGTON ST,None,Owned by City,12/15/78,0,24,27,EAST GARFIELD PARK,RT-4,5/8/24,41.869802,-87.7038667,"(41.86980202859763, -87.70386673477023)"
9162,16-11-402-008-0000,3346 W CARROLL AVE,None,Owned by City,12/15/78,0,28,27,EAST GARFIELD PARK,RT-4,5/8/24,41.8877735,-87.7105483,"(41.88777347747365, -87.71054828392872)"
69543,20-22-423-020-0000,,None,Owned by City,12/15/78,,,,,,5/8/24,,,
21173,20-20-219-018-0000,6551 S CARPENTER ST,None,Owned by City,12/27/78,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7745308,-87.6503782,"(41.774530757008556, -87.65037820136347)"
61618,20-20-223-020-0000,6502 S HALSTED ST,None,Owned by City,12/27/78,0,16,68,ENGLEWOOD,B3-2,5/8/24,41.7759447,-87.6450506,"(41.77594466866798, -87.64505064387632)"
16769,20-16-107-035-0000,424 W TREMONT ST,None,Sold,12/27/78,0,20,68,ENGLEWOOD,RS-3,3/14/24,41.7922607,-87.6365641,"(41.792260657981515, -87.63656413147905)"
66499,16-13-323-026-0000,2840 W FILLMORE ST,CBB Round 1,Owned by City,12/27/78,0,28,29,NORTH LAWNDALE,RT-4,5/8/24,41.8685746,-87.6975639,"(41.86857464336453, -87.69756387415096)"
7839,13-36-431-004-0000,1649 N CAMPBELL AVE,None,Sold,12/27/78,3125,1,24,WEST TOWN,RS-3,3/14/24,41.9117799,-87.689349,"(41.91177992367836, -87.6893489892618)"
37869,20-28-414-007-0000,7735 S STEWART AVE,None,Owned by City,1/10/79,0,17,69,GREATER GRAND CROSSING,RT-4,5/8/24,41.7533333,-87.6341376,"(41.7533333047517, -87.63413757741353)"
35362,16-23-308-038-0000,1852 S HARDING AVE,None,Owned by City,2/21/79,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8555055,-87.7239725,"(41.855505536094505, -87.72397254285505)"
62482,17-19-213-012-0000,1827 W HASTINGS ST,None,Owned by City,2/27/79,0,28,28,NEAR WEST SIDE,PD 30,5/8/24,41.8647348,-87.6724289,"(41.8647348157886, -87.67242892534675)"
68376,25-15-302-025-0000,10724 S EDBROOKE AVE,None,Owned by City,4/4/79,2078,9,49,ROSELAND,RS-3,3/14/24,41.6991204,-87.6200094,"(41.699120378349136, -87.62000940750663)"
23742,25-15-212-048-0000,10410 S CORLISS AVE,CBB Round 1,Owned by City,4/4/79,0,9,50,PULLMAN,RS-3,5/8/24,41.7052318,-87.6043233,"(41.70523180095809, -87.6043233155431)"
8717,16-10-311-008-0000,4409 W LAKE ST,None,Owned by City,4/4/79,0,28,26,WEST GARFIELD PARK,PMD 9,5/8/24,41.8857778,-87.7361313,"(41.88577781772139, -87.7361312713391)"
9400,16-12-108-009-0000,535 N ALBANY AVE,None,Sold,4/4/79,3983,27,23,HUMBOLDT PARK,M1-2,3/14/24,41.8912609,-87.703536,"(41.891260942204994, -87.70353595819819)"
8076,16-01-203-036-0000,1522 N ROCKWELL ST,None,Sold,4/4/79,9375,26,24,WEST TOWN,RS-3,3/14/24,41.9091095,-87.6924245,"(41.90910945535505, -87.69242445660731)"
65890,20-17-323-004-0000,6149 S THROOP ST,CBB Round 1,Owned by City,4/30/79,0,16,67,WEST ENGLEWOOD,RS-3,5/8/24,41.7817327,-87.6567389,"(41.781732710731326, -87.65673890736205)"
20192,20-23-415-001-0000,1501 E 69TH ST,None,Owned by City,6/7/79,0,5,43,SOUTH SHORE,RT-4,5/8/24,41.7694153,-87.5877273,"(41.76941533916913, -87.58772726327538)"
16770,20-16-107-036-0000,422 W TREMONT ST,None,Sold,6/7/79,0,20,68,ENGLEWOOD,RS-3,3/14/24,41.7922619,-87.6364888,"(41.79226187370529, -87.6364888480961)"
36532,20-16-100-018-0000,5603 S HALSTED ST,None,Owned by City,6/7/79,0,16,68,ENGLEWOOD,C2-2,5/8/24,41.7923128,-87.6447399,"(41.792312750120736, -87.64473988027477)"
62200,20-09-308-031-0000,5230 S EMERALD AVE,None,Owned by City,6/7/79,0,20,61,NEW CITY,RS-3,5/8/24,41.7988418,-87.6443925,"(41.79884183181765, -87.64439247242137)"
50693,20-03-420-006-0000,4521 S EVANS AVE,None,Owned by City,6/7/79,0,4,38,GRAND BOULEVARD,RT-4,5/8/24,41.8125027,-87.6078297,"(41.812502701249, -87.60782971579927)"
15137,20-03-406-024-0000,738 E 44TH ST,DOH,Owned by City,6/7/79,0,4,38,GRAND BOULEVARD,RT-4,5/20/24,41.815212,-87.6075721,"(41.815211994434456, -87.60757209572215)"
10667,16-14-406-023-0000,3303 W FLOURNOY ST,None,Owned by City,6/7/79,0,24,27,EAST GARFIELD PARK,RT-4,5/8/24,41.8724867,-87.7085675,"(41.87248671280218, -87.70856750690834)"
58716,16-14-106-003-0000,3949 W ADAMS ST,DPD - Planning,Owned by City,6/7/79,0,28,26,WEST GARFIELD PARK,RM-5,5/20/24,41.8777282,-87.724967,"(41.877728213529274, -87.72496701520278)"
33890,16-12-427-056-0000,18 N CAMPBELL AVE,None,Owned by City,6/7/79,0,27,28,NEAR WEST SIDE,M1-1,5/8/24,41.8816556,-87.6887057,"(41.88165564624758, -87.68870573745856)"
58838,16-10-420-036-0000,4124 W WASHINGTON BLVD,None,Owned by City,6/7/79,0,28,26,WEST GARFIELD PARK,RT-4,5/8/24,41.8823863,-87.7292601,"(41.88238627074538, -87.72926009487634)"
35111,16-10-402-031-0000,4116 W CARROLL AVE,None,Owned by City,6/7/79,0,28,26,WEST GARFIELD PARK,RS-3,5/8/24,41.8870511,-87.7290322,"(41.88705107225007, -87.72903219676567)"
63357,20-03-401-036-0000,4336 S FORRESTVILLE AVE,DPD - Planning,Owned by City,6/8/79,0,3,38,GRAND BOULEVARD,RT-4,5/20/24,41.8155686,-87.6131675,"(41.81556856508177, -87.61316747500457)"
50718,16-13-412-017-0000,2727 W POLK ST,None,Owned by City,6/24/79,3123,28,27,EAST GARFIELD PARK,RT-4,5/9/24,41.8708123,-87.6946426,"(41.87081226042971, -87.69464261201226)"
35850,20-17-130-021-0000,5839 S THROOP ST,None,Owned by City,6/25/79,0,16,67,WEST ENGLEWOOD,M1-1,5/8/24,41.7875048,-87.6567707,"(41.787504794921546, -87.65677066796732)"
68145,16-23-128-038-0000,3634 W 16TH ST,DPD - Planning,Owned by City,6/29/79,6094,24,29,NORTH LAWNDALE,B3-2,5/20/24,41.8592218,-87.7166418,"(41.85922178770404, -87.71664182503567)"
58745,17-19-107-049-0000,2004 W 13TH ST,AIS,Owned by City,6/29/79,0,28,28,NEAR WEST SIDE,PD 30,3/14/24,41.8652075,-87.676547,"(41.86520747007358, -87.6765470249548)"
68369,16-22-409-039-0000,4315 W 18TH ST,DPD Planning,Owned by City,7/6/79,0,24,29,NORTH LAWNDALE,RS-3,5/20/24,41.8567506,-87.7330611,"(41.856750634466856, -87.7330611227549)"
66551,16-23-224-037-0000,1542 S TRUMBULL AVE,None,Owned by City,7/6/79,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8595076,-87.711912,"(41.85950760148867, -87.71191201381728)"
13123,16-23-205-041-0000,1248 S SPAULDING AVE,None,Sold,7/6/79,3126,24,29,NORTH LAWNDALE,RT-4,3/14/24,41.8648739,-87.7084108,"(41.86487393290683, -87.70841078188825)"
58987,16-15-415-014-0000,1125 S KOSTNER AVE,DPD - Planning,Owned by City,7/6/79,0,24,29,NORTH LAWNDALE,PD 1352,5/8/24,41.8673817,-87.7346958,"(41.867381744427085, -87.734695815236)"
11070,16-13-309-003-0000,3055 W LEXINGTON ST,DOH,Owned by City,7/6/79,0,28,27,EAST GARFIELD PARK,RT-4,5/20/24,41.8716327,-87.7030371,"(41.871632724766776, -87.7030371267215)"
8046,14-32-423-038-0000,1734 N CLYBOURN AVE,None,Sold,7/6/79,2400,2,07,LINCOLN PARK,B1-2,3/14/24,41.9124166,-87.6520509,"(41.91241663697407, -87.65205092699225)"
17789,20-14-315-024-0000,6240 S ELLIS AVE,None,Sold,7/11/79,0,20,42,WOODLAWN,RM-5,3/14/24,41.7809966,-87.6015398,"(41.780996573048164, -87.6015398165915)"
36484,20-16-101-061-0000,5626 S UNION AVE,None,Owned by City,7/11/79,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7917196,-87.6430088,"(41.79171957508868, -87.64300882575286)"
58748,16-13-300-018-0000,3134 W FLOURNOY ST,AIS,Owned by City,7/11/79,0,24,27,EAST GARFIELD PARK,RT-4,3/14/24,41.8730123,-87.7048661,"(41.873012309410264, -87.70486608241514)"
58749,16-13-300-019-0000,3130 W FLOURNOY ST,AIS,Owned by City,7/11/79,0,24,27,EAST GARFIELD PARK,RT-4,3/14/24,41.8730133,-87.704765,"(41.87301333236815, -87.70476504503085)"
58771,16-14-216-008-0000,3550 W VAN BUREN ST,None,Owned by City,7/11/79,0,28,27,EAST GARFIELD PARK,B3-3,5/8/24,41.8755887,-87.7148977,"(41.8755887435725, -87.7148976897986)"
35554,16-27-202-010-0000,2223 S KOLIN AVE,None,Owned by City,7/12/79,0,22,29,NORTH LAWNDALE,RS-3,5/8/24,41.8506221,-87.7319932,"(41.85062210625447, -87.73199322306644)"
35553,16-27-202-009-0000,2221 S KOLIN AVE,None,Owned by City,7/12/79,0,22,29,NORTH LAWNDALE,RS-3,5/8/24,41.8506907,-87.7319952,"(41.850690654441046, -87.73199524950306)"
61902,20-23-115-030-0000,6532 S ELLIS AVE,DPD - Planning,Owned by City,7/15/79,0,20,42,WOODLAWN,RT-4,5/8/24,41.775713,-87.601308,"(41.77571296403407, -87.60130797834894)"
21583,20-20-320-034-0000,6934 S ADA ST,None,Owned by City,7/16/79,0,17,67,WEST ENGLEWOOD,RS-3,5/8/24,41.7676141,-87.6581748,"(41.76761407876676, -87.6581748432766)"
62773,21-32-200-034-0000,8332 S BURLEY AVE,None,Owned by City,7/19/79,0,10,46,SOUTH CHICAGO,RT-4,5/8/24,41.7437923,-87.5458037,"(41.74379225210005, -87.54580372369927)"
20142,20-27-214-002-0000,7203 S LANGLEY AVE,DOH,Owned by City,7/30/79,0,6,69,GREATER GRAND CROSSING,RS-3,5/8/24,41.7638212,-87.6076151,"(41.763821153324564, -87.6076151010467)"
20413,20-19-410-008-0000,6819 S WOLCOTT AVE,CBB Round 1,Owned by City,7/30/79,0,17,67,WEST ENGLEWOOD,RS-3,5/13/24,41.7696688,-87.6708879,"(41.76966878283657, -87.67088786885206)"
61700,20-16-309-028-0000,644 W 61ST ST,CBB Round 1,Owned by City,7/30/79,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7838415,-87.6417581,"(41.78384145490559, -87.64175809802677)"
14928,20-04-403-004-0000,217 W 43RD PL,None,Owned by City,7/30/79,0,20,37,FULLER PARK,RS-3,5/8/24,41.8161439,-87.6319219,"(41.81614386582987, -87.63192191565257)"
10280,16-22-200-024-0000,1253 S KOSTNER AVE,None,Owned by City,7/30/79,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8644958,-87.7345636,"(41.86449575057184, -87.73456360897599)"
50808,16-13-313-005-0000,3049 W POLK ST,None,Owned by City,7/30/79,0,28,27,EAST GARFIELD PARK,RT-4,5/20/24,41.8707227,-87.7028269,"(41.87072267457355, -87.70282694980065)"
11468,16-13-101-040-0000,3026 W FIFTH AVE,DPD - Open Space,Sold,7/30/79,0,28,27,EAST GARFIELD PARK,RT-4,3/14/24,41.8796204,-87.7022917,"(41.879620407484424, -87.70229171692675)"
19861,20-26-323-009-0000,7625 S GREENWOOD AVE,None,Sold,7/31/79,0,8,69,GREATER GRAND CROSSING,PD 1220,3/14/24,41.7552751,-87.5976609,"(41.75527506833339, -87.59766085706563)"
21744,20-21-324-026-0000,7018 S WALLACE ST,None,Owned by City,7/31/79,0,6,68,ENGLEWOOD,RS-3,5/8/24,41.766413,-87.6399163,"(41.76641304454017, -87.6399163364829)"
21115,20-20-217-023-0000,6559 S MAY ST,None,Owned by City,7/31/79,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7742991,-87.6528008,"(41.77429911903469, -87.65280077408033)"
66456,20-16-415-040-0000,339 W 61ST ST,None,Owned by City,7/31/79,0,20,68,ENGLEWOOD,RS-3,5/8/24,41.7833339,-87.6342398,"(41.783333904895265, -87.63423977943962)"
16330,20-16-309-017-0000,611 W 60TH ST,None,Owned by City,7/31/79,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.784385,-87.6405624,"(41.7843849535825, -87.64056237403541)"
34210,20-16-311-003-0000,541 W 60TH ST,CBB Round 1,Owned by City,7/31/79,0,20,68,ENGLEWOOD,RS-3,5/8/24,41.784994,-87.6392621,"(41.784994027762714, -87.6392621052976)"
61531,20-16-311-009-0000,515 W 60TH ST,CBB Round 1,Owned by City,7/31/79,0,20,68,ENGLEWOOD,RS-3,5/8/24,41.7850097,-87.638333,"(41.78500965163442, -87.63833297341877)"
15456,17-34-306-021-0000,27 E 36TH PL,None,Sold,7/31/79,0,3,35,DOUGLAS,RM-5,3/14/24,41.8285575,-87.6253394,"(41.82855745035472, -87.6253393944245)"
9669,16-22-221-019-0000,1449 S KARLOV AVE,None,Owned by City,7/31/79,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8610659,-87.7271185,"(41.86106586137254, -87.72711848321146)"
58444,16-22-219-033-0000,1442 S KEDVALE AVE,None,Owned by City,7/31/79,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.861172,-87.7290463,"(41.86117201439058, -87.7290462688608)"
61858,16-23-220-027-0000,1444 S SAWYER AVE,DOH,Owned by City,7/31/79,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8614742,-87.7070957,"(41.86147423860809, -87.70709566353787)"
9578,16-22-219-026-0000,1422 S KEDVALE AVE,None,Owned by City,7/31/79,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8616909,-87.7290619,"(41.86169085872459, -87.72906187308197)"
13966,16-23-114-025-0000,1418 S HARDING AVE,None,Owned by City,7/31/79,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8619504,-87.724184,"(41.861950354001216, -87.7241839976253)"
10626,16-22-210-010-0000,1329 S KILDARE AVE,None,Sold,7/31/79,3145,24,29,NORTH LAWNDALE,RT-4,3/14/24,41.8633663,-87.7320823,"(41.86336634022003, -87.73208230551347)"
58754,16-13-330-026-0000,2840 W ROOSEVELT RD,DPD - Real Estate,Sold,7/31/79,0,28,29,NORTH LAWNDALE,C1-3,3/14/24,41.8668004,-87.6975749,"(41.866800422156345, -87.6975749179872)"
8947,16-11-112-047-0000,3838 W OHIO ST,None,Owned by City,7/31/79,0,37,23,HUMBOLDT PARK,RS-3,5/8/24,41.8919936,-87.7226234,"(41.89199356625011, -87.72262337509495)"
8697,16-10-106-019-0000,4711 W ERIE ST,None,Owned by City,7/31/79,0,28,25,AUSTIN,RS-3,5/8/24,41.8920427,-87.7439564,"(41.89204271429839, -87.7439563926193)"
62379,20-22-403-001-0000,638 E 67TH ST,None,Owned by City,8/24/79,0,20,42,WOODLAWN,RT-4,5/8/24,41.7727999,-87.6103926,"(41.77279988308555, -87.61039255476162)"
16320,20-16-308-010-0000,735 W 60TH PL,CBB Round 1,Owned by City,8/24/79,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7840022,-87.6439116,"(41.78400219767767, -87.64391157882689)"
36619,16-15-312-034-0000,4708 W FIFTH AVE,DPD - Planning,Owned by City,8/24/79,0,24,25,AUSTIN,M1-2,5/16/24,41.8689306,-87.7428516,"(41.86893059571895, -87.74285160238298)"
68422,20-21-308-034-0000,6812 S LOWE AVE,None,Owned by City,8/29/79,0,6,68,ENGLEWOOD,RT-4,3/14/24,41.7702932,-87.6403871,"(41.770293188993584, -87.64038705873747)"
16777,20-16-111-013-0000,423 W 56TH PL,None,Sold,8/29/79,0,20,68,ENGLEWOOD,RS-3,3/14/24,41.7915736,-87.6364696,"(41.79157357219008, -87.6364696225469)"
62533,20-03-310-018-0000,4457 S PRAIRIE AVE,None,Owned by City,8/29/79,0,3,38,GRAND BOULEVARD,RM-5,5/8/24,41.8131236,-87.6192712,"(41.81312358519616, -87.61927115049652)"
50940,20-24-423-018-0000,7021 S MERRILL AVE,CBB Round 1,Owned by City,8/30/79,0,5,43,SOUTH SHORE,RM-5,5/8/24,41.767028,-87.5730042,"(41.767028009569025, -87.57300417344372)"
62085,17-27-306-079-0000,300 E 29TH ST,DPD Planning,Owned by City,8/30/79,,4,35,DOUGLAS,RT-4,3/29/24,41.8422918,-87.6200385,"(41.842291793510135, -87.62003848427955)"
9283,16-11-306-009-0000,3862 W MAYPOLE AVE,None,Owned by City,8/30/79,0,28,26,WEST GARFIELD PARK,RM-5,5/8/24,41.8843624,-87.723301,"(41.88436243253308, -87.72330099580012)"
58541,16-15-413-028-0000,4042 W POLK ST,None,Owned by City,9/4/79,0,24,26,WEST GARFIELD PARK,RS-3,5/8/24,41.8711782,-87.7271208,"(41.871178180086986, -87.72712075578588)"
50852,20-16-210-038-0000,5756 S WELLS ST,DPD - Large Lots,Sold,9/5/79,0,20,68,ENGLEWOOD,RS-3,3/14/24,41.7892435,-87.6320423,"(41.78924348263835, -87.63204234907208)"
58416,16-22-202-047-0000,2141 S KILDARE AVE,None,Owned by City,9/5/79,0,24,29,NORTH LAWNDALE,RS-3,5/8/24,41.8656338,-87.7322913,"(41.86563381208389, -87.73229125004525)"
10978,16-13-307-008-0000,2841 W FLOURNOY ST,None,Owned by City,9/5/79,0,28,27,EAST GARFIELD PARK,RT-4,5/8/24,41.8726014,-87.6977089,"(41.872601388242565, -87.69770891174934)"
68172,16-13-421-002-0000,1103 S CALIFORNIA AVE,CBB Round 1,Owned by City,9/13/79,,28,29,NORTH LAWNDALE,M1-2,5/8/24,41.8686415,-87.6956106,"(41.86864146559237, -87.69561059266029)"
11404,16-13-209-038-0000,2608 W ADAMS ST,CBB Round 1,Owned by City,9/15/79,0,27,27,EAST GARFIELD PARK,PD 843,5/8/24,41.8786438,-87.6918777,"(41.87864378014463, -87.69187767807506)"
24119,25-16-206-026-0000,229 W 104TH ST,None,Owned by City,9/19/79,0,21,49,ROSELAND,RS-3,5/8/24,41.7050041,-87.6294424,"(41.70500406408639, -87.62944244920139)"
68256,16-23-213-007-0000,1321 S SAWYER AVE,None,Owned by City,9/26/79,0,24,29,NORTH LAWNDALE,RT-4,3/14/24,41.8638898,-87.7064631,"(41.863889793566265, -87.70646313835634)"
34094,16-11-130-018-0000,409 N HAMLIN AVE,None,Owned by City,9/26/79,0,27,23,HUMBOLDT PARK,RT-4,5/8/24,41.8883336,-87.7206144,"(41.88833362581853, -87.72061438735074)"
21213,20-21-208-012-0000,6500 S HARVARD AVE,None,Owned by City,10/18/79,0,6,68,ENGLEWOOD,RT-4,5/8/24,41.7764154,-87.6336514,"(41.77641536539395, -87.63365142087477)"
20694,20-21-103-018-0000,514 W 63RD PL,None,Sold,10/18/79,0,20,68,ENGLEWOOD,PD 280,3/14/24,41.7793173,-87.6381417,"(41.779317274861334, -87.63814167381366)"
17699,20-16-305-030-0000,5920 S EGGLESTON AVE,None,Sold,10/18/79,0,20,68,ENGLEWOOD,RS-3,3/14/24,41.7864792,-87.6367873,"(41.78647920914301, -87.63678726502206)"
62362,20-09-308-032-0000,5232 S EMERALD AVE,None,Owned by City,10/18/79,0,20,61,NEW CITY,RS-3,5/8/24,41.7987732,-87.6443906,"(41.798773241462754, -87.64439058670258)"
34937,16-22-115-030-0000,1534 S KILBOURN AVE,None,Owned by City,10/18/79,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8594714,-87.7375505,"(41.85947137127706, -87.73755049899788)"
10350,16-22-202-007-0000,4243 W ROOSEVELT RD,None,Owned by City,10/18/79,0,24,29,NORTH LAWNDALE,C1-2,5/8/24,41.8657917,-87.731804,"(41.86579168284656, -87.73180395083216)"
9735,16-16-202-048-0000,16 S CICERO AVE,DPD - Real Estate,Owned by City,10/19/79,0,28,25,AUSTIN,B3-2,5/8/24,41.87986,-87.7456248,"(41.8798599749903, -87.7456247527099)"
37679,20-29-220-007-0000,7319 S MORGAN ST,None,Owned by City,10/22/79,0,17,68,ENGLEWOOD,RS-3,5/8/24,41.7608907,-87.6488078,"(41.760890745238434, -87.6488078429232)"
66609,20-20-406-038-0000,6740 S PEORIA ST,None,Owned by City,10/22/79,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.771202,-87.6473488,"(41.771201960133226, -87.64734876623068)"
63442,20-23-121-022-0000,6602 S DREXEL AVE,DPD - Planning,Owned by City,10/22/79,0,20,42,WOODLAWN,RT-4,5/8/24,41.7748258,-87.6037206,"(41.774825784718594, -87.60372058855765)"
20582,20-23-117-016-0000,6541 S GREENWOOD AVE,DPD - Planning,Owned by City,10/22/79,0,20,42,WOODLAWN,RT-4,5/8/24,41.7756291,-87.5993877,"(41.77562909188536, -87.59938772296874)"
20579,20-23-116-014-0000,6506 S GREENWOOD AVE,DPD - Planning,Owned by City,10/22/79,0,20,42,WOODLAWN,RT-4,5/8/24,41.776551,-87.6001114,"(41.776550991942536, -87.6001113981265)"
61912,20-23-116-013-0000,6504 S GREENWOOD AVE,DPD - Planning,Owned by City,10/22/79,0,20,42,WOODLAWN,RT-4,5/8/24,41.7766862,-87.6001144,"(41.776686249359685, -87.60011436708366)"
61913,20-23-117-001-0000,6503 S GREENWOOD AVE,DPD - Planning,Owned by City,10/22/79,0,20,42,WOODLAWN,RT-4,5/8/24,41.776694,-87.599411,"(41.77669399733716, -87.599410959255)"
62363,20-09-301-043-0000,5158 S UNION AVE,None,Owned by City,10/22/79,0,20,61,NEW CITY,RS-3,5/8/24,41.7999286,-87.643201,"(41.79992860567813, -87.64320103216346)"
35185,16-15-416-023-0000,4226 W TAYLOR ST,None,Owned by City,10/22/79,0,24,26,WEST GARFIELD PARK,M1-2,5/8/24,41.8692848,-87.7313258,"(41.86928476534808, -87.73132579884962)"
58885,16-11-413-050-0000,3212 W WASHINGTON BLVD,CBB Round 1,Owned by City,10/22/79,0,28,27,EAST GARFIELD PARK,B3-3,5/8/24,41.8830627,-87.7068646,"(41.88306265293217, -87.70686455360372)"
66619,20-28-311-023-0000,548 W 76TH ST,None,Owned by City,10/23/79,0,6,69,GREATER GRAND CROSSING,RS-3,5/8/24,41.7546737,-87.6375915,"(41.7546737211451, -87.63759145801222)"
63399,20-28-311-005-0000,7600 S NORMAL AVE,None,Owned by City,10/23/79,0,17,69,GREATER GRAND CROSSING,RT-4,5/8/24,41.7560492,-87.637108,"(41.756049193180715, -87.63710795186759)"
35901,20-20-217-036-0000,6534 S ABERDEEN ST,DPD - Open Space,Owned by City,10/24/79,0,16,68,ENGLEWOOD,RS-3,5/17/24,41.7749848,-87.6523041,"(41.7749847738068, -87.65230414039308)"
21791,26-05-111-021-0000,9051 S GREEN BAY AVE,None,Owned by City,10/25/79,0,10,46,SOUTH CHICAGO,POS-1,5/8/24,41.7304915,-87.5411029,"(41.730491499634894, -87.54110294052076)"
20713,20-22-204-003-0000,611 E 63RD ST,DPD - Real Estate,Owned by City,10/25/79,0,20,42,WOODLAWN,B3-3,5/8/24,41.7800944,-87.6102192,"(41.78009435063537, -87.61021922515938)"
12349,17-19-205-029-0000,1854 W 13TH ST,None,Sold,10/25/79,0,28,28,NEAR WEST SIDE,PD 30,3/14/24,41.8652404,-87.6734163,"(41.865240359270274, -87.67341631202112)"
9683,16-14-215-005-0000,3456 W FIFTH AVE,None,Owned by City,10/25/79,0,28,27,EAST GARFIELD PARK,B3-3,5/8/24,41.8766861,-87.7130264,"(41.87668605112823, -87.713026350246)"
58772,16-13-101-041-0000,3024 W FIFTH AVE,DPD - Open Space,Sold,12/5/79,0,28,27,EAST GARFIELD PARK,RT-4,3/14/24,41.8796569,-87.7022091,"(41.8796568637234, -87.70220906818739)"
20544,20-20-419-001-0000,1025 W 69TH ST,DPD - Large Lots,Owned by City,12/6/79,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7685078,-87.6504066,"(41.768507773024496, -87.65040664624578)"
62928,20-17-218-014-0000,5731 S ABERDEEN ST,None,Owned by City,12/6/79,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7895546,-87.6519814,"(41.7895546318761, -87.6519814162547)"
63189,20-03-418-048-0000,4548 S CHAMPLAIN AVE,None,Owned by City,12/6/79,0,3,38,GRAND BOULEVARD,RT-4,5/8/24,41.8117009,-87.6101646,"(41.81170093851405, -87.61016459906033)"
59013,16-15-100-019-0000,4752 W MONROE ST,None,Owned by City,12/6/79,0,28,25,AUSTIN,B3-2,5/8/24,41.8796025,-87.7448789,"(41.879602479073924, -87.74487886693122)"
10931,16-12-331-035-0000,2830 W MADISON ST,None,Owned by City,12/6/79,0,27,27,EAST GARFIELD PARK,C1-2,5/8/24,41.8813412,-87.6975265,"(41.88134124961316, -87.69752653089402)"
58731,16-22-226-027-0000,1512 S KEELER AVE,None,Owned by City,12/10/79,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8601506,-87.7302396,"(41.86015061693206, -87.73023958331879)"
11360,16-13-319-029-0000,2834 W TAYLOR ST,None,Sold,12/10/79,3010,28,27,EAST GARFIELD PARK,C1-2,3/14/24,41.8694851,-87.6974557,"(41.86948510481763, -87.69745570569194)"
63474,20-23-226-016-0000,1516 E 66TH PL,None,Owned by City,12/11/79,0,5,42,WOODLAWN,RM-5,5/8/24,41.7744982,-87.5880745,"(41.77449818446683, -87.58807452883617)"
11752,16-13-108-031-0000,2938 W WILCOX ST,None,Owned by City,12/27/79,0,27,27,EAST GARFIELD PARK,RT-4,5/8/24,41.8794117,-87.7002653,"(41.879411680434295, -87.70026530731293)"
